case_id,Gerichtstyp,Dieselmotor_Typ,Art_Abschalteinrichtung,KBA_Rueckruf,Fahrzeugstatus,Fahrzeugmodell_Baureihe,Update_Status,Kilometerstand_Kauf,Kilometerstand_Klageerhebung,Erwartete_Gesamtlaufleistung,Kaufdatum,Uebergabedatum,Datum_Klageerhebung,Beklagten_Typ,Datum_Urteil,Kaufpreis,Nacherfuellungsverlangen_Fristsetzung,Klageziel,Rechtsgrundlage,LABEL_Anspruch_Schadensersatz,LABEL_Schadensersatzhoehe_Betrag,LABEL_Schadensersatzhoehe_Range,Nachweis_Aufklaerung
2198523,,EA 189,Umschaltlogik,True,Neuwagen,B1,True,0.0,,,2013-03-19,2013-03-19,,Hersteller,,45908.25,Entbehrlich,Rückabwicklung,§ 826 BGB,True,32227.74,> 25000,
2198528,,EA189,Softwaregesteuerte Umschaltlogik / Abschaltvorrichtung,,Gebrauchtwagen,W,,24906.0,,,,,2019-07-06,Hersteller,,24925.0,Entbehrlich,Rückabwicklung,§ 826 BGB,True,13395.99,10000-15000,
2199156,,,unzulässige Abschalteinrichtung,True,Neuwagen,Porsche Macan S Diesel,,0.0,28103.0,,2016-02-15,,2018-12-06,Hersteller,,67352.73,Entbehrlich,Rückabwicklung,"§§ 826, 31 BGB",True,61043.35,> 25000,
2199166,Landgericht,EA 897 evo,Aufheizstrategie,True,Gebrauchtwagen,"Porsche Macan S Diesel 3,0 TDI V6",,151894.0,,,2018-07-05,,2019-06-29,Hersteller,,45800.0,Entbehrlich,Rückabwicklung,§ 826 BGB,True,40170.11,> 25000,
2200220,,N47D20O1,Thermofenster,False,Gebrauchtwagen,C3 X1,,68222.0,,,2017-05-12,,,Hersteller,,20900.0,Entbehrlich,Rückabwicklung,§ 826 BGB,True,14783.77,10000-15000,
2200444,Landgericht,PC...# EU5,Umschaltlogik,True,Gebrauchtwagen,B R#,True,149500.0,173617.0,,2013-07-23,,2019-05-21,Hersteller,,18980.0,Entbehrlich,Rückabwicklung,§ 826 BGB,False,,Abgewiesen,
2200583,,PC...#EU,Umschaltlogik,True,Neuwagen,,True,0.0,,,2013-10-11,2013-10-11,,Hersteller,,31080.0,Entbehrlich,Rückabwicklung,§ 826 BGB,True,20177.45,20000-25000,
2200730,Landgericht,EA 189,Umschaltlogik,True,Neuwagen,T. 1.6 TDI Style Plus Edition,True,,,,2010-05-07,2010-06-25,2018-12-29,Hersteller,,17921.7,Nein,Schadensersatz,"§ 826 BGB, § 31 BGB",True,2688.26,< 5000,
2200891,,EA 189,Zykluserkennungseinrichtung,True,Neuwagen,xxx,False,,,,2013-05-13,,,Hersteller,,25864.0,Ja,Rückabwicklung,"§ 823 Abs. 2 BGB i. V. m. § 263 StGB, § 826 i. V. m. § 31 BGB",False,,Abgewiesen,False
2201425,Landgericht,EA 189,Umschaltlogik,True,Gebrauchtwagen,VW VI GTD,True,8100.0,160204.0,,2011-05-03,,,Hersteller,,24000.0,Nein,Rückabwicklung,§ 826 BGB,True,8909.07,5000-10000,
2201426,,EA 189,Umschaltlogik,True,Gebrauchtwagen,T2 Altea XL 2.0 TDI,True,100.0,56187.0,,2015-08-10,,,Hersteller,,19950.0,Ja,Rückabwicklung,§ 826 BGB,True,15472.47,15000-20000,
2201482,,,"Umschaltlogik, Thermofenster",False,Gebrauchtwagen,Mercedes Benz A 200 d Urban,False,19168.0,,,2016-10-29,,,Händler,,23700.0,Entbehrlich,Rückabwicklung,"§§ 433, 434 Abs. 1, 437 Nr. 2, 323, 346 ff. BGB, §§ 823 Abs. 2 BGB i. V. m. § 263 StGB, § 826 BGB",False,,Abgewiesen,
2201615,Landgericht,"3,0-Liter-Dieselmotor","schadstoffmindernde Aufheizstrategie, AdBlue-Dosierstrategie",True,Gebrauchtwagen,Audi A8,True,20737.0,,229263.0,2016-01-12,,,Hersteller,,54980.0,Ja,Rückabwicklung,"§§ 826, 831 BGB",True,,> 25000,
2202003,,EA189,Umschaltlogik,True,Gebrauchtwagen,VW Sharan 2.0 TDI,False,,,,2014-01-10,,,Hersteller,,31490.0,Entbehrlich,Rückabwicklung,"§ 823 Abs. 2 BGB, § 263 StGB, § 826 BGB",False,,Abgewiesen,
2202140,,$$...#,Umschaltlogik,,,,,,,,,,,Hersteller,,,Entbehrlich,Rückabwicklung,"§ 826 BGB, § 823 Abs. 2 BGB",True,469120.79,> 25000,
2202806,,CDI,,False,Gebrauchtwagen,Mercedes Benz E 220 CDI,,,,,,,,Hersteller,,25250.0,,Schadensersatz,,False,,Sonstige,
2203075,,,,True,Neuwagen,,False,,,,2015-07-23,,,Hersteller,,34900.99,Ja,Rückabwicklung,"§ 123 BGB, § 437 BGB",False,,Abgewiesen,
2203119,,EA 189,Umschaltlogik,True,Neuwagen,"Audi Q 3, 2.0 TDI",True,,,,2012-07-16,,2019-05-16,Hersteller,,33309.99,Entbehrlich,Rückabwicklung,§ 826 i.V.m. § 31 BGB,True,22306.99,20000-25000,
2203659,Landgericht,OM 651,Thermofenster,False,Gebrauchtwagen,Mercedes-Benz C 250 T BlueTec,,9500.0,,,2015-11-06,,2018-04-25,Hersteller,,40549.0,Entbehrlich,Rückabwicklung,"§ 826 BGB, § 31 BGB",True,30006.43,> 25000,
2203672,,EA 189,Umschaltlogik,True,Gebrauchtwagen,,,2064.0,56444.0,,2012-10-25,,,Hersteller,,33990.0,Entbehrlich,Rückabwicklung,§ 826 BGB,True,14690.0,10000-15000,
2203695,,,Prüfstandserkennung,,Gebrauchtwagen,Seat 1.2 TDI,,7509.0,,,2012-07-25,2012-07-25,,Händler,,11530.01,Nein,Rückabwicklung,§ 812 BGB,False,,Abgewiesen,
2203697,,EA 189,Umschaltlogik,True,Gebrauchtwagen,VW Golf VI Plus 1.6 TDI,True,22385.0,,,,,2018-10-05,Hersteller,,16990.0,Entbehrlich,Rückabwicklung,§ 826 BGB,True,7763.0,5000-10000,
2203752,Landgericht,EA189,Umschaltlogik,True,Gebrauchtwagen,VW Polo,,100.0,,,2013-06-10,,,Hersteller,,,Nein,Schadensersatz,§ 826 BGB,True,,15000-20000,Nein
2203767,,EA 189,Umschaltlogik,True,Gebrauchtwagen,VW Tiguan 2.0 TDI,False,37409.0,61602.0,300000.0,2014-10-13,,,Hersteller,,21000.0,Nein,Schadensersatz,§ 826 BGB,False,,Abgewiesen,
2203819,Landgericht,EA189,Umschaltlogik,True,Gebrauchtwagen,Skoda Yeti 2.0 TDI,False,6000.0,,,2013-12-13,,,Händler,,,Entbehrlich,Rückabwicklung,§ 437 BGB,True,24900.0,20000-25000,
2205119,,,"Software zur Steuerung der Abgasrückführung, die im normalen Straßenbetrieb nicht im notwendigen Umfang arbeitet (nur unter Testlaufbedingungen)",,Neuwagen,XXX,,,,,2010-11-09,2011-03-17,,Händler,,24088.99,Nein,Rückabwicklung,"§§ 434, 437, 439 BGB; §§ 311, 241 Abs. 2 BGB; § 443 BGB; § 823 Abs. 2 BGB",False,,Abgewiesen,
2205120,,EA 189,Umschaltlogik,True,Gebrauchtwagen,"XXX Highline 2,0 TDI 4Motion",,,,,2012-09-27,,,Hersteller,,26060.0,Entbehrlich,Schadensersatz,"§§ 311, 241 Abs.2 BGB, § 443 BGB, § 823 Abs. 2 BGB i.V.m. § 263 StGB",False,,Abgewiesen,
2205121,,EA 189,Umschaltlogik,True,Neuwagen,XXX 2.0 TDI,,,,,2014-03-22,,,Händler,,27910.0,Nein,Schadensersatz,"§§ 434, 437 Nr. 1, 439 BGB",False,,Abgewiesen,
2205123,,EA 189,Umschaltlogik,,Gebrauchtwagen,,,,,,2014-07-19,,,Hersteller,,11000.0,,Schadensersatz,,False,,Abgewiesen,
2205146,,EA 189,Prüfstandsmodus,,Gebrauchtwagen,"VW Passat 2,0 l TDI",,,,,2015-06-04,,,Hersteller,,25500.0,Entbehrlich,Rückabwicklung,§ 823 Abs. 2 BGB i.V.m. § 263 StGB,False,,Abgewiesen,
2205147,Landgericht,EA 189,Umschaltlogik,,Gebrauchtwagen,,,,,,2013-08-29,,,Hersteller,,15350.0,Entbehrlich,Schadensersatz,"§ 823 Abs. 2 BGB i.V.m. § 263 StGB, §§ 311, 241 Abs.2 BGB",False,,Abgewiesen,
2205148,,EA 189,Umschaltlogik,True,Neuwagen,,,,,,2012-10-26,,2016-12-02,Hersteller,,,Nein,Minderung,"§§ 433, 434 I, 437 Ziffer 2., 441 BGB",False,,Abgewiesen,
2205149,,,Umschaltlogik,,Neuwagen,"XXX 2,0 l TDI 103 kW (140 PS)",,,,,2014-03-07,,,Hersteller,,29354.75,Entbehrlich,Schadensersatz,"§ 439 BGB, §§ 311, 241 Abs. 2 BGB",False,,Abgewiesen,
2205154,,EA 189,Abgasrückführungsventil steuernde Software,True,Neuwagen,"XXX 2,0 TDI",,,,,2012-11-26,2013-03-01,,Hersteller,,34287.0,,Schadensersatz,§ 826 BGB,False,,Abgewiesen,
2205155,,EA 189,Umschaltlogik,True,Neuwagen,"XXX 2,0 l TDI",,,,,2008-11-08,,,Hersteller,,47150.59,,Schadensersatz,"§§ 434, 437 Nr. 1, 439 BGB; §§ 311, 241 Abs. 2 BGB; § 823 Abs. 2 BGB; § 826 BGB",False,,Abgewiesen,
2205156,,,Umschaltlogik (Software zur Steuerung der Abgasrückführung unter Testbedingungen),True,Neuwagen,,,,,,2014-01-06,2014-04-24,,Hersteller,,44400.0,Ja,,"§§ 434, 437 Nr. 1, 439 BGB",False,,Abgewiesen,
2205171,,EA 189 EU5,unzulässige Abschalteinrichtung i. S. von Art. 5 Abs. 2 der Verordnung (EG) Nr. 715/2007,True,Neuwagen,"VW [Modellname unbekannt] 5-Sitzer 1,6 l TDI",False,0.0,,,2013-07-05,2013-10-01,,Hersteller,,23322.33,Ja,Rückabwicklung,"kaufrechtliche Gewährleistung, unerlaubte Handlung, Produkthaftung",False,,Abgewiesen,
2205173,,EA 189,,True,Neuwagen,,True,0.0,56500.0,,2013-01-26,,,Hersteller,,26575.26,Ja,Rückabwicklung,"§§ 434 Abs. 1, 437 Nr. 2, 323, 346 BGB, §§ 812 Abs. 1, 123 Abs. 1, 142 Abs. 1 BGB",False,,Abgewiesen,
2205176,,EA 189 EU5,unzulässige Abschalteinrichtung,True,Gebrauchtwagen,"2,0 l TDI 103 kW",False,10500.0,,,2011-06-15,2011-08-26,,Hersteller,,27500.0,Nein,Schadensersatz,§ 826 BGB,False,,Abgewiesen,
2205177,,EA 189,Umschaltlogik,True,Neuwagen,Generation 6J,,,,,2014-01-18,2014-03-31,,Händler,,18613.5,Ja,,"§§ 434, 437 Nr. 1, 439 BGB",False,,Sonstige,
2205185,,EA 189,Umschaltlogik,True,Gebrauchtwagen,,,,,,2013-06-14,,,Hersteller,,32500.0,,Schadensersatz,"§§ 823 Abs. 2 BGB, 263 StGB",False,,Abgewiesen,
2205186,,EA 189,Umschaltlogik,True,Gebrauchtwagen,,False,,,,2012-11-27,,,Hersteller,,24995.0,,Rückabwicklung,"Prospekthaftung, § 443 BGB, Vertrauenshaftung, § 823 Abs. 2 BGB, § 263 StGB",False,,Abgewiesen,
2205187,Landgericht,EA 189,Umschaltlogik,False,Neuwagen,VW Eos 2.0 TDI,,,,,2010-05-19,2010-07-25,,Hersteller,,41000.0,,"Rückabwicklung, Schadensersatz","§§ 280 Abs. 1, 241 Abs. 2, 311 Abs. 3 BGB, selbstständiger Garantievertrag, Auskunftsvertrag",False,,Abgewiesen,
2205191,Landgericht,EA 189 EU5,unzulässige Abschalteinrichtung,True,Gebrauchtwagen,2.0 TDI,False,25800.0,,,2010-07-30,2010-08-06,,Hersteller,,23990.0,Entbehrlich,Rückabwicklung,"§ 823 Abs. 2 BGB i. V. m. § 263 StGB, § 826 BGB",False,,Abgewiesen,
2205204,,EA 189,Umschaltlogik (Prüfstanderkennung),True,,,False,,,,2014-07-18,2014-08-08,2016-12-20,Hersteller,,40001.85,Nein,Rückabwicklung,"§§ 437 Nr. 2, 323 Abs. 1, 346 Abs. 1 BGB",False,,Abgewiesen,
2205205,,EA 189,Testzykluserkennung,True,Gebrauchtwagen,,False,,,,2015-09-17,,,Hersteller,,18800.0,,Rückabwicklung,"§ 823 Abs. 2 BGB, § 263 StGB",False,,Abgewiesen,
2205317,,EA 189,Umschaltlogik,True,Gebrauchtwagen,Audi A4 Avant TDI,True,15450.0,,,2013-05-22,2013-05-23,,Händler,,29998.0,Nein,Rückabwicklung,"§§ 437 Nr. 2, 323 Abs. 1, 346 Abs. 1 BGB",False,,Abgewiesen,
2205393,Landgericht,EA 189,Umschaltlogik,True,Gebrauchtwagen,,False,,,,2011-01-08,,,Hersteller,,28400.0,Entbehrlich,Rückabwicklung,"§§ 823 Abs. 2 BGB, 263 StGB",False,,Abgewiesen,Nein
2205408,Landgericht,EA 189,Abschalt-Automatik,,Gebrauchtwagen,PKW,False,,,,2013-12-23,,2016-08-10,Hersteller,,23189.0,Entbehrlich,Schadensersatz,"§§ 311, 241 Abs. 2, BGB, § 823 Abs. 2 BGB i. V. m. § 263 StGB, § 826 BGB, § 823 Abs. 2 BGB i. V. m. §§ 4 Nr. 11 a. F.,16 UWG",False,,Abgewiesen,
2205438,,EA 189,Umschaltlogik,True,Gebrauchtwagen,,True,,,,2013-01-01,,,Hersteller,,16490.0,,Rückabwicklung,§ 826 BGB,False,,Abgewiesen,
2205535,,,Umschaltlogik,True,Neuwagen,,True,,,,2011-04-01,,,Hersteller,,30479.61,,"['Rückabwicklung', 'Minderung']","['§ 826 BGB', '§ 823 Abs. 2 BGB', '§ 16 UWG', 'VO (EG) 715/2007']",False,,Abgewiesen,False
2205581,,,Umschaltlogik (NEFZ-Erkennung),True,,,True,,,,,,,Hersteller,,19100.0,Nein,Rückabwicklung,"§ 826 BGB, § 823 Abs. 2 BGB, § 263 Abs. 1 StGB",False,,Abgewiesen,
2205849,Landgericht,EA 189 EU5,unzulässige Abschalteinrichtung i. S. von Art. 5 Abs. 2 der Verordnung (EG) Nr. 715/2007,True,Gebrauchtwagen,,True,,,,2014-02-13,,,Hersteller,,24995.0,Nein,Schadensersatz,§ 826 BGB,False,,Abgewiesen,
2205854,,,,True,Gebrauchtwagen,,False,,,,2014-01-24,,,Hersteller,,23680.0,,Rückabwicklung,"§ 311 Abs. 2 Nr. 3 u. Abs. 3, 241 Abs. 2 BGB, §§ 823 Abs. 2, 31 BGB i. V. m. § 263 StGB, §§ 823 Abs. 2, 31 BGB i. V. m. § 27 EG-FGV, §§ 826, 31 BGB, § 831 BGB",False,,Abgewiesen,
2205860,Landgericht,EA 189,,True,Neuwagen,,True,,,,2010-06-28,2010-11-11,,Hersteller,,32067.44,Nein,Rückabwicklung,§ 826 BGB,False,,Abgewiesen,
2205861,,"2,0 l-Aggregate",unzulässige Abschalteinrichtung i. S. von Art. 5 Abs. 2 der Verordnung (EG) Nr. 715/2007,True,Neuwagen,Pkw ...,True,,,,2012-12-05,2013-04-01,,Hersteller,,44562.13,Ja,Rückabwicklung,"§ 123 BGB, § 437 BGB, § 826 BGB",False,,Abgewiesen,
2205865,Landgericht,,,True,Gebrauchtwagen,,,,,,2011-04-12,,2017-03-06,,,31000.0,Ja,Rückabwicklung,§ 826 BGB,False,,Sonstige,
2205905,Landgericht,EA 189 EU5,,True,Gebrauchtwagen,"2,0 l TDI 103 kW",True,,,,2012-08-31,,,Hersteller,,11000.0,Entbehrlich,Schadensersatz,"§§ 823, 31 BGB i. V. m. § 263 StGB, §§ 826, 31 BGB",False,0.0,Abgewiesen,
2205920,,EA 189,Software,True,Neuwagen,,False,,,,2014-12-11,,,Hersteller,,33664.26,Ja,Rückabwicklung,"§§ 812 Abs. 1, 123 Abs. 1, 142 Abs. 1 BGB; §§ 434 Abs. 1, 437 Nr. 2, 323, 346 BGB; § 823 Abs. 2 BGB i. V. m. § 263 StGB; § 826 BGB",False,,Abgewiesen,
2205922,,EA 189,Umschaltlogik,True,Neuwagen,,False,,,,,2012-10-08,,Händler,,27400.0,Ja,Rückabwicklung,"§§ 437, 323, 346 BGB",False,,Abgewiesen,
2205968,,"3,0 l-Diesel-Motor",,False,Neuwagen,,,,,,2012-07-19,2012-11-02,,Hersteller,,60500.2,Entbehrlich,Rückabwicklung,"§§ 311 Abs. 2 Nr. 3 u. Abs. 3, 241 Abs. 2 BGB; §§ 823 Abs. 2, 31 BGB; §§ 826, 31 BGB; § 831 BGB",False,,Abgewiesen,
2205983,,EA 189,Motorsoftware,True,Neuwagen,,True,,,,2015-05-04,,,Hersteller,,27731.24,Ja,Rückabwicklung,"§§ 437 Nr. 2, 323 Abs. 1, 346 Abs. 1 BGB",False,,Abgewiesen,
2206194,Landgericht,EA 189,,True,Neuwagen,XXX 1. Modellgeneration,False,,,,2013-09-27,,,Hersteller,,34266.5,Ja,Rückabwicklung,"§§ 434, 437, 439 BGB",False,,Abgewiesen,
2206196,,EA 189,Software zur Abgasrückführungssteuerung,True,Neuwagen,XXX,True,,,,2013-03-15,,2016-11-15,Hersteller,,30655.24,Ja,Schadensersatz,§ 439 BGB,False,,Abgewiesen,
2206197,Landgericht,EA 189,Umschaltlogik,True,Gebrauchtwagen,XXX,,,,,2011-09-29,,,Hersteller,,30000.0,,Rückabwicklung,§ 823 Abs. 2 BGB i.V.m. § 263 StGB,False,,Abgewiesen,
2206198,,EA 189,Umschaltlogik,True,Neuwagen,XXX,,,,,2014-03-07,,,Hersteller,,25419.48,,Rückabwicklung,"§ 439 BGB, §§ 311, 241 Abs. 2 BGB, § 823 Abs. 2 BGB, § 826 BGB",False,,Abgewiesen,
2206199,,EA 189,Prüfstanderkennungssoftware,True,Gebrauchtwagen,xxx,,,,,2015-08-05,,,Hersteller,,16000.0,,Rückabwicklung,§ 823 Abs. 2 BGB i.V.m. § 263 StGB,False,,Abgewiesen,
2206200,,EA 189,Software zur Reduzierung der Abgasrückführung,True,Neuwagen,"VW Beetle 1,6 l TDI",,,,,2014-03-24,,,Hersteller,,24591.33,,Nacherfüllung,"§ 439 BGB, §§ 311, 241 Abs. 2 BGB, § 823 Abs. 2 BGB, § 826 BGB",False,,Abgewiesen,
2206201,,EA 189,Software zur Prüfstanderkennung,True,Gebrauchtwagen,"1,2 l TDI",True,,,,2015-07-08,,2017-04-05,Hersteller,,10970.0,Nein,Schadensersatz,"§ 823 Abs. 2 BGB, § 263 StGB, Art. 12, Art. 18 Richtlinie 2007/46/EG, §§ 4, 6, 25 EG-FGV",False,,Abgewiesen,
2206204,,EA 189,Umschaltlogik,True,Gebrauchtwagen,,True,,,,2016-06-10,,2016-12-13,Hersteller,,22440.0,Entbehrlich,Schadensersatz,"§ 823 Abs. 2 BGB, § 826 BGB",False,,Abgewiesen,False
2206205,Landgericht,EA 189,Unzulässige Abschalteinrichtung,True,Neuwagen,VW Passat 2.0 TDI,False,,,,2012-06-01,2012-07-13,,Hersteller,,33346.38,Ja,Rückabwicklung,"§ 434, 437, 439 BGB",False,,Abgewiesen,
2206208,,EA 189 EU5,unzulässige Abschalteinrichtung i. S. von Art. 5 Abs. 2 der Verordnung (EG) Nr. 715/2007,True,Neuwagen,xxx 7-Sitzer,True,,,,2014-06-13,2014-06-13,,Händler,,32230.0,Ja,Rückabwicklung,"§§ 434, 437 Nr. 1, 439 BGB",False,,Abgewiesen,
2206209,,EA 189,,True,Neuwagen,,False,,,,2014-01-24,,,Hersteller,,34979.19,Ja,,§ 439 BGB,False,,Abgewiesen,
2206210,,EA 189,Umschaltlogik,True,Neuwagen,,,,,,2012-07-14,,,Hersteller,,,Nein,"Minderung, Schadensersatz","§§ 433, 434 I, 437 Ziffer 2., 441 BGB, §§ 326 Abs. 5, 275 Abs. 1 BGB, § 323 Abs. 2 Nr. 3 BGB",False,,Abgewiesen,
2206214,,EA 189,Umschaltlogik,True,Gebrauchtwagen,"XXX 2,0 l TDI",,,,,2015-06-29,,,Hersteller,,20000.0,,Schadensersatz,§ 823 Abs. 2 BGB i.V.m. § 263 StGB,False,,Abgewiesen,
2206215,,EA 189,Prüfstandserkennung,True,Gebrauchtwagen,,,,,,2012-07-30,,,Hersteller,,17000.0,Entbehrlich,Schadensersatz,§ 823 Abs. 2 BGB i.V.m. § 263 StGB,False,,Abgewiesen,
2206216,,EA 189,,True,Gebrauchtwagen,"XXX 1,6 l TDI 66 kW",True,,,,2015-06-27,,,Händler,,22700.0,Nein,Schadensersatz,"§§ 434, 437, 441, 323 BGB",False,,Abgewiesen,
2206220,Landgericht,EA 189 EU5,,True,Neuwagen,,True,,,,2012-05-02,2012-05-02,,Hersteller,,27010.0,,Rückabwicklung,§ 826 BGB,False,,Abgewiesen,
2206221,,EA 189,Unzulässige Abschalteinrichtung i.S. von Art. 5 Abs. 2 der Verordnung (EG) Nr. 715/2007,True,Neuwagen,XXX,True,,,,2010-01-14,2010-03-01,,Hersteller,,27900.0,Nein,Rückabwicklung,"§ 826 BGB, § 823 Abs. 2 BGB i.V.m. § 263 StGB",False,,Abgewiesen,
2206222,,EA 189,unzulässige Abschalteinrichtung,True,Neuwagen,xxx,False,,,,2012-11-02,2013-01-22,,Hersteller,,33260.67,Ja,Rückabwicklung,"§§ 434, 437 Nr. 1, 439 BGB",False,,Sonstige,
2206223,,EA 189 EU5,unzulässige Abschalteinrichtung i. S. von Art. 5 Abs. 2 der Verordnung (EG) Nr. 715/2007,True,Neuwagen,xxx,False,,,,2014-04-21,2014-06-30,,Hersteller,,28009.8,Ja,Rückabwicklung,"§§ 434, 437, 439 BGB",False,,Abgewiesen,
2206224,,EA 189,,True,Neuwagen,Pkw xxx,False,,,,2014-02-28,2014-03-07,,Hersteller,,28713.0,Ja,Rückabwicklung,§ 437 BGB,False,,Abgewiesen,
2206227,Landgericht,,unzulässige Abschalteinrichtung,True,Neuwagen,Golf,False,,,,2010-12-23,2011-04-14,2017-02-02,Hersteller,,26350.02,Nein,"Minderung, Schadensersatz","§§ 434, 437, 441 BGB",False,,Abgewiesen,
2206229,,xxx,Unzulässige Abschalteinrichtung,True,Gebrauchtwagen,xxx,False,,,,2015-01-28,2015-02-03,,Hersteller,,29200.0,,Schadensersatz,§ 826 BGB,False,,Abgewiesen,
2206230,,xxx,,True,Gebrauchtwagen,xxx,False,,,,2013-02-24,2013-02-25,,Hersteller,,15000.0,,Schadensersatz,§ 826 BGB,False,,Abgewiesen,
2206232,,EA 189,unzulässige Abschalteinrichtung i. S. von Art. 5 Abs. 2 der Verordnung (EG) Nr. 715/2007,True,Neuwagen,,True,,,,2013-11-13,2014-09-19,,Händler,,47600.0,Nein,Rückabwicklung,"§ 123 BGB, § 434 BGB, § 323 BGB",False,,Abgewiesen,
2206233,,EA 189 EU5,unzulässige Abschalteinrichtung i. S. von Art. 5 Abs. 2 der Verordnung (EG) Nr. 715/2007,True,Gebrauchtwagen,,True,,,,2013-09-23,2013-09-27,,Händler,,16500.0,Nein,Rückabwicklung,§ 437 BGB,False,,Abgewiesen,
2207755,Landgericht,EA189,,,,,,,,,,,,Hersteller,,,,Schadensersatz,§ 826 BGB,False,,Abgewiesen,
2207772,,,,,,,,,,,,,,,,,,,,,,,
2216554,,EA 189,,True,,,False,,27500.0,,2013-10-26,,,Händler,,,,Rückabwicklung,"§§ 812 Abs. 1, 142 Abs. 1, 123 BGB, §§ 346 Abs. 1, 323, 437 Nr. 1, 434 BGB",True,,Abgewiesen,
2216597,,EA189,Umschaltlogik,True,Gebrauchtwagen,"VW Touran 1,6iTDI",,,32500.0,,2014-08-05,2014-08-05,,Händler,,21449.0,Nein,Rückabwicklung,"§§ 437, 323, 346 BGB; § 812 Abs. 1 S. 1 Alt. 1 BGB; § 119 Abs. 2 BGB",False,,Abgewiesen,
2216792,,,Softwaremanipulation,True,Gebrauchtwagen,VW Passat CC Blue Motion 2.0 TDI 4Motion,False,11800.0,,,,,,Hersteller,,32690.0,Nein,Rückabwicklung,"§ 826 BGB, § 823 Abs.2 BGB",False,,Abgewiesen,
2217064,Landgericht,EA 189,Umschaltlogik,True,Gebrauchtwagen,AUTO,False,51000.0,,,,2014-09-08,,Hersteller,,17000.0,Entbehrlich,Schadensersatz,§ 826 BGB,True,,Sonstige,
2217289,Landgericht,EA 189,Umschaltlogik,True,Neuwagen,"VW Golf Plus 1,6 l TDI",False,,111536.0,,2012-08-08,,,Hersteller,,21783.2,Entbehrlich,Rückabwicklung,§ 826 BGB,True,12094.78,10000-15000,
2217343,Landgericht,EA 189,Umschaltlogik,True,Neuwagen,B Trend & Fun 2.0 TDI,True,0.0,,350000.0,2012-04-26,,2018-11-20,Hersteller,,26564.75,Entbehrlich,Rückabwicklung,§ 826 BGB,True,16620.3,15000-20000,
2217548,,EA 189,Umschaltlogik,True,Neuwagen,,True,4999.0,84162.0,500000.0,2014-10-20,,2019-01-18,Hersteller,,24470.0,Ja,Rückabwicklung,§ 826 BGB,True,18655.45,15000-20000,
2217665,,EA 189,,,Gebrauchtwagen,XX XX,True,,,,2016-07-04,,2018-05-31,Hersteller,,17491.0,Entbehrlich,Rückabwicklung,§ 826 BGB,False,,Abgewiesen,
2217975,,,Umschaltsoftware,,,,True,,,,,,,Hersteller,,,,Schadensersatz,Unerlaubte Handlung,False,,Sonstige,
2225102,Landgericht,EA189,Umschaltlogik,True,Neuwagen,Skoda Octavia,False,,,,2014-04-29,,2016-02-17,Händler,2016-09-09,,Ja,Rückabwicklung,"§§ 437 Nr. 2, 323 Abs. 1 BGB",False,,Abgewiesen,
2225314,,EA 189,,True,Gebrauchtwagen,Seat Ibiza,False,,,,2015-08-01,2015-08-07,,Händler,,10899.0,Nein,Schadensersatz,§ 437 BGB,False,,Abgewiesen,
2225756,Landgericht,EA 189,Umschaltlogik,True,Gebrauchtwagen,VW Caddy Comfortline 1.6 TDI,False,14452.0,,,2015-05-22,,,Hersteller,2019-02-11,19300.0,Entbehrlich,Rückabwicklung,§ 826 BGB,True,19300.0,15000-20000,
2231800,,EA 189,Steuerungssoftware,True,Neuwagen,"SEAT Ibiza 1,6 L TDI",True,,130000.0,,2012-06-02,2012-07-20,2018-09-01,Hersteller,,21000.0,Entbehrlich,Rückabwicklung,§ 826 BGB,False,,Sonstige,
2239095,Landgericht,EA 189,Umschaltlogik,True,Gebrauchtwagen,VW Polo 1.6 TDI,False,12800.0,86028.0,,,,,Hersteller,,14500.0,Entbehrlich,Rückabwicklung,§ 826 BGB,True,10148.6,10000-15000,
2239309,,$$ 000,Umschaltlogik,True,Gebrauchtwagen,"X Y 0,0",True,36500.0,,300000.0,,,2019-01-21,Hersteller,,12990.0,Entbehrlich,Rückabwicklung,"§§ 826, 31 BGB",True,8956.65,5000-10000,
2239724,,CD 666,Umschaltlogik,True,Gebrauchtwagen,A B,True,24500.0,,,2016-01-21,2016-01-21,,Hersteller,,28990.01,,Schadensersatz,§ 826 BGB,False,,Abgewiesen,
2240142,,"3,0-Liter-Dieselmotor",schadstoffmindernde Aufheizstrategie; AdBlue-Dosierstrategie (Speicher- und Online-Modus),True,Neuwagen,Audi Q5 3.0 Liter TDI,,0.0,,250000.0,2016-06-21,2016-08-29,2018-03-27,Hersteller,,53100.0,Ja,Rückabwicklung,"§§ 826, 831 BGB",True,,> 25000,
2240710,,V6 3.0 TDI,Umschaltlogik,False,Neuwagen,VW Touareg V6 3.0 TDI,False,0.0,,,2018-08-30,,2018-01-10,Hersteller,,66400.0,Ja,Rückabwicklung,§ 826 BGB,False,,Abgewiesen,
2241101,,OM 651,"Thermofenster, Bit 13, Bit 14, Bit 15, Slipguard",True,Gebrauchtwagen,Mercedes ML 250 Bluetec 4Matic,,93000.0,,,2015-12-11,,,Hersteller,,39000.0,Ja,Rückabwicklung,"§ 826 BGB, § 831 BGB",True,25254.37,> 25000,
